Transaction_ID,Customer_ID,Item_ID,Date,Rating,Payment_Method,Amount,Total_Purchases,Total_Amount_EGP,Customer_Name,Customer_Email,Country,Age,Gender,Product_Category,Product_Type,Product_Brand
TXN000154,CUST006,ITEM047,1689729029.739303,3,Credit Card,1884.95,6,11309.7,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Milk,Juhayna
TXN000155,CUST006,ITEM054,1724636004.739505,5,Mobile Payment,695.14,8,5561.12,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Meat,Meat,Atayb
TXN000156,CUST006,ITEM095,1731286184.739644,5,Credit Card,1297.96,3,3893.88,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Kitchen,Household,Procter & Gamble
TXN000157,CUST006,ITEM079,1681635625.739796,5,Credit Card,28.66,9,257.94,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Household,Home Appliances,Siemens
TXN000158,CUST006,ITEM051,1684416227.740056,5,Cash,1772.73,5,8863.65,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Meat,Chicken,Halwani Bros
TXN000159,CUST006,ITEM050,1694602749.740205,4,Mobile Payment,1964.67,3,5894.01,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Grocery,Juice,Faragalla
TXN000160,CUST006,ITEM075,1730676806.740325,5,Cash,921.84,4,3687.36,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Gaming,Xbox,Microsoft
TXN000161,CUST006,ITEM042,1698885561.740482,5,Cash,286.88,7,2008.1599999999999,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Household,Decorations,Bed Bath & Beyond
TXN000162,CUST006,ITEM005,1684204478.740607,4,Credit Card,782.46,8,6259.68,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Audio Devices,Headphones,Samsung
TXN000163,CUST006,ITEM025,1695765579.740725,4,Cash,563.45,9,5071.05,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Clothing,Jacket,Zara
TXN000164,CUST006,ITEM073,1725809852.740841,5,Cash,409.89,6,2459.34,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Gaming,Playstation,Sony
TXN000165,CUST006,ITEM005,1712725942.740957,4,Credit Card,1943.81,7,13606.67,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Audio Devices,Headphones,Samsung
TXN000166,CUST006,ITEM074,1723301667.741073,4,Mobile Payment,1501.91,6,9011.460000000001,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Electronics,Television,Sony
TXN000167,CUST006,ITEM090,1723106163.741189,5,Cash,1390.56,9,12515.039999999999,Theodore Mcgrath,cust006@gmail.com,Egypt,57,Male,Health,Oral Care,Oral-B
TXN000168,CUST007,ITEM033,1712892668.741312,4,Cash,1320.62,7,9244.34,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Soft Drink,Pepsi
TXN000169,CUST007,ITEM048,1676877385.741456,5,Mobile Payment,1776.52,5,8882.6,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Juice,Juhayna
TXN000170,CUST007,ITEM075,1702199400.741602,5,Mobile Payment,1542.55,7,10797.85,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Gaming,Xbox,Microsoft
TXN000171,CUST007,ITEM001,1674980002.741752,5,Cash,1243.91,7,8707.37,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Clothing,Shoes,Nike
TXN000172,CUST007,ITEM048,1722581423.74188,5,Cash,463.46,5,2317.2999999999997,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Juice,Juhayna
TXN000173,CUST007,ITEM063,1719439399.741997,5,Cash,591.43,7,4140.009999999999,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Meat,Panda
TXN000174,CUST007,ITEM007,1702365152.742116,5,Cash,111.6,6,669.5999999999999,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,Tablet,Samsung
TXN000175,CUST007,ITEM067,1712235720.742232,4,Cash,1691.86,5,8459.3,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Olive Oil,Crystal
TXN000176,CUST007,ITEM065,1677639744.742346,1,Credit Card,45.36,6,272.15999999999997,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Sesame Oil,Afia
TXN000177,CUST007,ITEM072,1679457070.742502,5,Credit Card,209.46,3,628.38,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Computers,Laptop,Lenovo
TXN000178,CUST007,ITEM081,1673418468.742622,3,Mobile Payment,262.9,3,788.6999999999999,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Beauty,Makeup,LOreal
TXN000179,CUST007,ITEM029,1731362042.742737,2,Mobile Payment,1246.07,6,7476.42,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Soft Drink,Coca-Cola
TXN000180,CUST007,ITEM029,1707516943.742851,5,Mobile Payment,116.93,4,467.72,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Soft Drink,Coca-Cola
TXN000181,CUST007,ITEM076,1713930526.742967,5,Mobile Payment,1522.15,6,9132.900000000001,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,TV,Philips
TXN000182,CUST007,ITEM062,1677376777.743086,4,Credit Card,1968.22,9,17713.98,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Chicken,Panda
TXN000183,CUST007,ITEM053,1688480320.743201,5,Cash,1308.5,5,6542.5,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Chicken,Atayb
TXN000184,CUST007,ITEM066,1713351969.743326,3,Mobile Payment,333.28,4,1333.12,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Sunflower Oil,Afia
TXN000185,CUST007,ITEM007,1692494638.743485,4,Credit Card,472.31,7,3306.17,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,Tablet,Samsung
TXN000186,CUST007,ITEM012,1728825418.743607,4,Credit Card,1069.32,5,5346.599999999999,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Household,Decorations,Home Depot
TXN000187,CUST007,ITEM092,1718395350.743722,5,Cash,1039.07,1,1039.07,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Ketchup,Heinz
TXN000188,CUST007,ITEM064,1695436381.743835,4,Mobile Payment,39.41,8,315.28,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Olive Oil,Afia
TXN000189,CUST007,ITEM035,1719522519.743949,4,Mobile Payment,763.02,5,3815.1,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Home Appliances,Kitchen,IKEA
TXN000190,CUST007,ITEM046,1719288787.744061,4,Cash,748.86,5,3744.3,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,Air Conditioner,Tushiba
TXN000191,CUST007,ITEM091,1674457474.744182,5,Credit Card,219.69,3,659.0699999999999,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Health,Oral Care,Colgate
TXN000192,CUST007,ITEM011,1674495672.744296,5,Mobile Payment,1773.37,6,10640.22,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Household,Tools,Home Depot
TXN000193,CUST007,ITEM072,1690501869.744449,5,Mobile Payment,1323.34,4,5293.36,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Computers,Laptop,Lenovo
TXN000194,CUST007,ITEM085,1691193038.744577,5,Credit Card,1515.01,8,12120.08,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Beauty,Makeup,Revlon
TXN000195,CUST007,ITEM061,1686937608.74469,5,Mobile Payment,1406.66,9,12659.94,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Pharmacy,Healthcare,Herbel Essence
TXN000196,CUST007,ITEM040,1688107538.744805,4,Credit Card,1009.76,5,5048.8,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Home Appliances,Bedding,Bed Bath & Beyond
TXN000197,CUST007,ITEM025,1719528993.744919,5,Mobile Payment,1089.26,9,9803.34,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Clothing,Jacket,Zara
TXN000198,CUST007,ITEM062,1728672808.745047,4,Credit Card,1624.41,9,14619.69,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Chicken,Panda
TXN000199,CUST007,ITEM029,1672997560.745162,5,Mobile Payment,1530.1,5,7650.5,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Grocery,Soft Drink,Coca-Cola
TXN000200,CUST007,ITEM022,1703396035.745276,2,Mobile Payment,1532.49,4,6129.96,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,Tablet,Apple
TXN000201,CUST007,ITEM054,1681030646.745414,5,Cash,979.42,3,2938.2599999999998,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Meat,Atayb
TXN000202,CUST007,ITEM055,1727319419.745559,1,Mobile Payment,798.51,6,4791.0599999999995,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Chicken,Sadia
TXN000203,CUST007,ITEM079,1697459976.745678,1,Mobile Payment,1350.57,3,4051.71,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Household,Home Appliances,Siemens
TXN000204,CUST007,ITEM004,1692979271.745794,1,Cash,1061.36,4,4245.44,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Clothing,Shorts,Nike
TXN000205,CUST007,ITEM062,1730471079.74591,1,Credit Card,294.73,3,884.19,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Chicken,Panda
TXN000206,CUST007,ITEM060,1718521777.746023,1,Mobile Payment,156.41,2,312.82,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Pharmacy,Shampoo,Herbel Essence
TXN000207,CUST007,ITEM039,1692120122.746138,5,Credit Card,139.59,2,279.18,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Electronics,Electronics,B.TECH
TXN000208,CUST007,ITEM054,1680700729.746251,4,Mobile Payment,1258.41,3,3775.2300000000005,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Meat,Meat,Atayb
TXN000209,CUST007,ITEM041,1672768820.746387,4,Cash,1817.99,7,12725.93,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Home Appliances,Bathroom,Bed Bath & Beyond
TXN000210,CUST007,ITEM045,1684974678.746529,5,Cash,272.06,3,816.1800000000001,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Household,Washing Machine,LG
TXN000211,CUST007,ITEM003,1731373877.746658,5,Credit Card,624.55,2,1249.1,Stephanie Collins,cust007@gmail.com,Egypt,27,Female,Clothing,Jacket,Nike
TXN000212,CUST008,ITEM050,1675144820.746783,5,Cash,972.08,3,2916.2400000000002,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Grocery,Juice,Faragalla
TXN000213,CUST008,ITEM016,1720378373.746897,5,Mobile Payment,137.01,8,1096.08,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Grocery,Coffee,Nestle
TXN000214,CUST008,ITEM086,1701845015.74701,4,Cash,617.33,2,1234.66,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Beauty,Haircare,Pantene
TXN000215,CUST008,ITEM012,1671096503.747124,5,Mobile Payment,612.73,1,612.73,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Household,Decorations,Home Depot
TXN000216,CUST008,ITEM038,1692745024.747241,2,Cash,1500.46,8,12003.68,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Household,Washing Machine,B.TECH
TXN000217,CUST008,ITEM028,1690002599.747384,4,Cash,1797.19,7,12580.33,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Books,Thriller,Random House
TXN000218,CUST008,ITEM012,1712785656.747517,2,Credit Card,289.47,9,2605.2300000000005,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Household,Decorations,Home Depot
TXN000219,CUST008,ITEM071,1687277286.747635,5,Cash,85.71,5,428.54999999999995,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Computers,Laptop,HP
TXN000220,CUST008,ITEM050,1670993520.747748,5,Credit Card,1067.67,4,4270.68,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Grocery,Juice,Faragalla
TXN000221,CUST008,ITEM091,1718888690.747862,2,Mobile Payment,762.75,2,1525.5,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Health,Oral Care,Colgate
TXN000222,CUST008,ITEM072,1698392520.747975,4,Credit Card,1966.72,1,1966.72,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Computers,Laptop,Lenovo
TXN000223,CUST008,ITEM072,1679321687.748087,1,Mobile Payment,463.2,6,2779.2,Stephanie Sutton,cust008@gmail.com,Egypt,37,Female,Computers,Laptop,Lenovo
TXN000224,CUST009,ITEM056,1712178319.748219,2,Mobile Payment,992.95,2,1985.9,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Meat,Meat,Sadia
TXN000225,CUST009,ITEM067,1673278453.748334,1,Credit Card,1106.48,5,5532.4,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Olive Oil,Crystal
TXN000226,CUST009,ITEM015,1703702886.748478,5,Credit Card,1667.56,3,5002.68,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Water,Nestle
TXN000227,CUST009,ITEM080,1722137610.748596,4,Credit Card,1581.84,9,14236.56,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Home Appliances,Haier
TXN000228,CUST009,ITEM066,1697256917.748724,5,Cash,1763.19,5,8815.95,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Sunflower Oil,Afia
TXN000229,CUST009,ITEM013,1692207389.748846,1,Credit Card,1817.41,3,5452.2300000000005,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Lighting,Home Depot
TXN000230,CUST009,ITEM001,1729827372.748966,5,Credit Card,1847.09,6,11082.539999999999,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Clothing,Shoes,Nike
TXN000231,CUST009,ITEM079,1685202620.749091,5,Credit Card,1558.7,1,1558.7,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Home Appliances,Siemens
TXN000232,CUST009,ITEM057,1685731799.749218,2,Mobile Payment,1406.55,8,11252.4,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Pharmacy,Healthcare,Egyptian Pharmaceutical
TXN000233,CUST009,ITEM027,1705457722.749331,4,Mobile Payment,1545.1,9,13905.9,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Books,Literature,Random House
TXN000234,CUST009,ITEM059,1673123600.74948,5,Credit Card,1996.73,6,11980.380000000001,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Pharmacy,Healthcare,Eva Cosmetics
TXN000235,CUST009,ITEM094,1670358923.7496,2,Credit Card,128.92,8,1031.36,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Health,Personal Care,Unilever
TXN000236,CUST009,ITEM093,1688200036.749714,1,Credit Card,1284.72,4,5138.88,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Mayonnaise,Heinz
TXN000237,CUST009,ITEM072,1714787650.74984,1,Cash,1098.27,9,9884.43,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Computers,Laptop,Lenovo
TXN000238,CUST009,ITEM006,1671934809.749955,2,Mobile Payment,1335.35,7,9347.449999999999,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Electronics,Television,Samsung
TXN000239,CUST009,ITEM090,1692198068.750068,4,Cash,664.62,6,3987.7200000000003,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Health,Oral Care,Oral-B
TXN000240,CUST009,ITEM051,1702017576.750182,1,Cash,88.01,4,352.04,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Meat,Chicken,Halwani Bros
TXN000241,CUST009,ITEM012,1721213006.750299,5,Cash,637.62,3,1912.8600000000001,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Decorations,Home Depot
TXN000242,CUST009,ITEM076,1670846853.750452,5,Mobile Payment,1180.43,6,7082.58,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Electronics,TV,Philips
TXN000243,CUST009,ITEM009,1707883631.750583,5,Cash,1483.29,6,8899.74,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Books,Non-Fiction,Penguin Books
TXN000244,CUST009,ITEM060,1704785845.750697,2,Credit Card,1248.91,3,3746.7300000000005,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Pharmacy,Shampoo,Herbel Essence
TXN000245,CUST009,ITEM013,1681794418.750809,3,Mobile Payment,1831.66,1,1831.66,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Lighting,Home Depot
TXN000246,CUST009,ITEM028,1709017052.750922,5,Cash,368.01,4,1472.04,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Books,Thriller,Random House
TXN000247,CUST009,ITEM060,1711033818.751035,5,Cash,1175.4,2,2350.8,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Pharmacy,Shampoo,Herbel Essence
TXN000248,CUST009,ITEM073,1715579857.751147,5,Mobile Payment,1372.15,5,6860.75,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Gaming,Playstation,Sony
TXN000249,CUST009,ITEM092,1697909928.75126,4,Credit Card,800.35,3,2401.05,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Ketchup,Heinz
TXN000250,CUST009,ITEM004,1674197237.751392,5,Credit Card,371.43,6,2228.58,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Clothing,Shorts,Nike
TXN000251,CUST009,ITEM023,1709720186.751533,2,Mobile Payment,1207.24,3,3621.7200000000003,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Clothing,Shirt,Zara
TXN000252,CUST009,ITEM071,1689216832.75165,5,Cash,1673.75,1,1673.75,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Computers,Laptop,HP
TXN000253,CUST009,ITEM038,1677822063.751763,1,Credit Card,621.99,2,1243.98,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Washing Machine,B.TECH
TXN000254,CUST009,ITEM014,1728751527.751876,4,Cash,212.52,1,212.52,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Furniture,Home Depot
TXN000255,CUST009,ITEM038,1717774128.751987,4,Mobile Payment,1891.82,1,1891.82,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Household,Washing Machine,B.TECH
TXN000256,CUST009,ITEM050,1700105552.7521,5,Cash,165.21,1,165.21,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Juice,Faragalla
TXN000257,CUST009,ITEM017,1689614170.752212,4,Mobile Payment,1517.37,1,1517.37,Brian Hamilton,cust009@gmail.com,Egypt,39,Female,Grocery,Juice,Nestle
TXN000258,CUST010,ITEM043,1699013652.752332,5,Credit Card,488.18,4,1952.72,Susan Levy,cust010@gmail.com,Egypt,68,Male,Electronics,Air Conditioner,LG
TXN000259,CUST010,ITEM067,1711569154.752477,4,Mobile Payment,1354.75,8,10838.0,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Olive Oil,Crystal
TXN000260,CUST010,ITEM062,1683861936.752606,1,Cash,839.7,8,6717.6,Susan Levy,cust010@gmail.com,Egypt,68,Male,Meat,Chicken,Panda
TXN000261,CUST010,ITEM063,1669484600.752722,1,Cash,1239.97,5,6199.85,Susan Levy,cust010@gmail.com,Egypt,68,Male,Meat,Meat,Panda
TXN000262,CUST010,ITEM046,1707138087.752834,5,Mobile Payment,760.77,6,4564.62,Susan Levy,cust010@gmail.com,Egypt,68,Male,Electronics,Air Conditioner,Tushiba
TXN000263,CUST010,ITEM034,1722296405.752947,5,Mobile Payment,1181.06,6,7086.36,Susan Levy,cust010@gmail.com,Egypt,68,Male,Household,Furniture,IKEA
TXN000264,CUST010,ITEM046,1706843038.753067,1,Cash,495.87,2,991.74,Susan Levy,cust010@gmail.com,Egypt,68,Male,Electronics,Air Conditioner,Tushiba
TXN000265,CUST010,ITEM026,1724232374.753183,2,Mobile Payment,1848.63,9,16637.670000000002,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Fiction,Random House
TXN000266,CUST010,ITEM091,1708655882.753296,5,Mobile Payment,1800.31,7,12602.17,Susan Levy,cust010@gmail.com,Egypt,68,Male,Health,Oral Care,Colgate
TXN000267,CUST010,ITEM049,1716100825.753434,2,Cash,502.75,2,1005.5,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Milk,Faragalla
TXN000268,CUST010,ITEM064,1719813001.753562,4,Credit Card,1128.51,7,7899.57,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Olive Oil,Afia
TXN000269,CUST010,ITEM037,1697098261.753677,4,Cash,75.56,2,151.12,Susan Levy,cust010@gmail.com,Egypt,68,Male,Home Appliances,Bedding,IKEA
TXN000270,CUST010,ITEM062,1694253239.753802,5,Cash,470.2,5,2351.0,Susan Levy,cust010@gmail.com,Egypt,68,Male,Meat,Chicken,Panda
TXN000271,CUST010,ITEM085,1715558116.753915,5,Cash,641.57,9,5774.13,Susan Levy,cust010@gmail.com,Egypt,68,Male,Beauty,Makeup,Revlon
TXN000272,CUST010,ITEM010,1691080100.754028,2,Credit Card,1050.99,6,6305.9400000000005,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Literature,Penguin Books
TXN000273,CUST010,ITEM007,1719818026.754147,2,Mobile Payment,239.97,4,959.88,Susan Levy,cust010@gmail.com,Egypt,68,Male,Electronics,Tablet,Samsung
TXN000274,CUST010,ITEM027,1709455294.75426,5,Cash,579.8,2,1159.6,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Literature,Random House
TXN000275,CUST010,ITEM081,1708827980.754393,2,Cash,346.26,4,1385.04,Susan Levy,cust010@gmail.com,Egypt,68,Male,Beauty,Makeup,LOreal
TXN000276,CUST010,ITEM080,1674347538.75452,1,Mobile Payment,629.38,2,1258.76,Susan Levy,cust010@gmail.com,Egypt,68,Male,Household,Home Appliances,Haier
TXN000277,CUST010,ITEM054,1708251605.754649,1,Mobile Payment,1638.66,7,11470.62,Susan Levy,cust010@gmail.com,Egypt,68,Male,Meat,Meat,Atayb
TXN000278,CUST010,ITEM093,1671048000.754763,5,Mobile Payment,25.76,2,51.52,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Mayonnaise,Heinz
TXN000279,CUST010,ITEM041,1672903919.754876,3,Cash,1614.19,3,4842.57,Susan Levy,cust010@gmail.com,Egypt,68,Male,Home Appliances,Bathroom,Bed Bath & Beyond
TXN000280,CUST010,ITEM028,1713505090.754989,1,Mobile Payment,774.7,3,2324.1000000000004,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Thriller,Random House
TXN000281,CUST010,ITEM047,1673801394.755101,2,Cash,729.13,5,3645.65,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Milk,Juhayna
TXN000282,CUST010,ITEM064,1687769663.755213,4,Cash,1579.05,9,14211.449999999999,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Olive Oil,Afia
TXN000283,CUST010,ITEM078,1687303651.755326,1,Cash,523.7,2,1047.4,Susan Levy,cust010@gmail.com,Egypt,68,Male,Household,Home Appliances,Bosch
TXN000284,CUST010,ITEM025,1688365022.755471,5,Mobile Payment,944.07,1,944.07,Susan Levy,cust010@gmail.com,Egypt,68,Male,Clothing,Jacket,Zara
TXN000285,CUST010,ITEM012,1704691578.75559,3,Credit Card,772.93,9,6956.37,Susan Levy,cust010@gmail.com,Egypt,68,Male,Household,Decorations,Home Depot
TXN000286,CUST010,ITEM092,1709878867.755703,4,Mobile Payment,1538.8,7,10771.6,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Ketchup,Heinz
TXN000287,CUST010,ITEM010,1677391569.755816,5,Credit Card,1561.85,1,1561.85,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Literature,Penguin Books
TXN000288,CUST010,ITEM027,1724327826.755929,5,Mobile Payment,1623.85,9,14614.65,Susan Levy,cust010@gmail.com,Egypt,68,Male,Books,Literature,Random House
TXN000289,CUST010,ITEM019,1731891960.756041,1,Cash,563.32,8,4506.56,Susan Levy,cust010@gmail.com,Egypt,68,Male,Grocery,Snacks,Galaxy
TXN000290,CUST011,ITEM079,1710390324.756172,4,Mobile Payment,460.13,6,2760.7799999999997,Sean Green,cust011@gmail.com,Egypt,54,Male,Household,Home Appliances,Siemens
TXN000291,CUST011,ITEM007,1702104365.756288,4,Cash,66.44,5,332.2,Sean Green,cust011@gmail.com,Egypt,54,Male,Electronics,Tablet,Samsung
TXN000292,CUST011,ITEM035,1728822906.75643,5,Mobile Payment,1912.36,3,5737.08,Sean Green,cust011@gmail.com,Egypt,54,Male,Home Appliances,Kitchen,IKEA
TXN000293,CUST011,ITEM014,1717002594.756559,5,Credit Card,36.5,3,109.5,Sean Green,cust011@gmail.com,Egypt,54,Male,Household,Furniture,Home Depot
TXN000294,CUST011,ITEM087,1671508260.756673,5,Credit Card,312.57,1,312.57,Sean Green,cust011@gmail.com,Egypt,54,Male,Beauty,Haircare,Dove
TXN000295,CUST011,ITEM080,1730823984.756786,5,Mobile Payment,585.42,4,2341.68,Sean Green,cust011@gmail.com,Egypt,54,Male,Household,Home Appliances,Haier
TXN000296,CUST011,ITEM036,1687185170.756898,4,Credit Card,634.25,9,5708.25,Sean Green,cust011@gmail.com,Egypt,54,Male,Home Appliances,Bathroom,IKEA
TXN000297,CUST012,ITEM044,1706635671.757017,5,Cash,1016.54,6,6099.24,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Household,Fridge,LG
TXN000298,CUST012,ITEM001,1686797121.75713,4,Mobile Payment,785.36,7,5497.52,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Clothing,Shoes,Nike
TXN000299,CUST012,ITEM004,1724436716.757243,5,Cash,358.8,3,1076.4,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Clothing,Shorts,Nike
TXN000300,CUST012,ITEM068,1703241603.757398,4,Credit Card,986.19,2,1972.38,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Grocery,Sesame Oil,Crystal
TXN000301,CUST012,ITEM041,1672382666.757542,5,Mobile Payment,233.02,3,699.0600000000001,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Home Appliances,Bathroom,Bed Bath & Beyond
TXN000302,CUST012,ITEM035,1697459802.75766,5,Mobile Payment,1548.98,5,7744.9,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Home Appliances,Kitchen,IKEA
TXN000303,CUST012,ITEM026,1715997465.757773,1,Credit Card,274.96,4,1099.84,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Books,Fiction,Random House
TXN000304,CUST012,ITEM072,1699229898.757898,1,Credit Card,914.63,1,914.63,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Computers,Laptop,Lenovo
TXN000305,CUST012,ITEM042,1724200633.758013,4,Credit Card,1584.93,7,11094.51,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Household,Decorations,Bed Bath & Beyond
TXN000306,CUST012,ITEM009,1719284100.758126,5,Credit Card,932.75,1,932.75,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Books,Non-Fiction,Penguin Books
TXN000307,CUST012,ITEM050,1728085934.75824,3,Mobile Payment,1050.42,7,7352.9400000000005,Kimberly Smith,cust012@gmail.com,Egypt,41,Male,Grocery,Juice,Faragalla
TXN000308,CUST013,ITEM010,1671399371.758377,5,Cash,1669.55,7,11686.85,Jennifer Summers,cust013@gmail.com,Egypt,24,Female,Books,Literature,Penguin Books
